industry,subscription_type,country,usage_frequency,login_activity,support_tickets,monthly_spend,payment_history,churn
Education,Pro,Australia,21.0,80.0,0,131,Late,0
Finance,Enterprise,India,26.0,101.0,3,352,On_time,0
Travel,Basic,UK,26.0,85.0,1,80,Late,0
Healthcare,Pro,Australia,38.0,12.0,1,85,On_time,0
Travel,Pro,Australia,39.0,76.0,2,254,On_time,0
Education,Pro,Australia,19.0,31.0,2,454,Failed,0
Technology,Enterprise,Australia,13.0,100.0,1,457,On_time,0
Education,Basic,Germany,37.0,67.0,5,217,Late,0
Finance,Pro,UK,27.0,23.0,3,423,Late,0
Finance,Basic,India,18.0,63.0,3,494,Late,0
Healthcare,Enterprise,UK,16.0,85.0,3,481,Late,0
Finance,Pro,UK,19.0,35.0,0,79,On_time,0
Education,Pro,Germany,6.0,60.0,4,371,Failed,1
Technology,Pro,Sri lanka,21.0,64.0,2,42,Late,0
Finance,Basic,India,35.0,37.0,1,116,Failed,0
Retail,Enterprise,USA,25.0,110.0,1,207,On_time,0
Finance,Basic,Australia,38.0,104.0,2,492,Late,0
Education,Enterprise,India,26.0,19.0,2,474,On_time,0
Travel,Enterprise,India,18.0,56.0,0,404,Failed,0
Technology,Basic,India,3.0,95.0,0,27,On_time,0
Finance,Pro,UK,1.0,62.0,1,420,On_time,0
Healthcare,Enterprise,UK,11.0,111.0,2,133,Failed,0
Education,Pro,UK,2.0,68.0,1,342,Failed,1
Travel,Basic,India,40.0,5.0,1,137,Failed,1
Retail,Basic,Sri lanka,37.0,11.0,2,135,Failed,0
Finance,Basic,UK,3.0,13.0,3,292,Late,1
Retail,Basic,Sri lanka,14.0,63.0,3,403,Failed,0
Technology,Enterprise,USA,37.0,30.0,1,154,Late,0
Retail,Basic,UK,14.0,48.0,3,462,Failed,1
Retail,Basic,Germany,6.0,8.0,2,128,Late,0
Finance,Pro,USA,9.0,63.0,4,235,Failed,0
Retail,Pro,Australia,24.0,85.0,3,459,On_time,0
Travel,Pro,India,34.0,82.0,4,207,Failed,0
Finance,Basic,USA,4.0,29.0,2,411,Late,1
Retail,Enterprise,Sri lanka,32.0,97.0,1,352,On_time,0
Education,Pro,India,22.0,62.0,0,122,Late,0
Education,Basic,USA,22.0,100.0,2,368,On_time,0
Travel,Enterprise,USA,6.0,114.0,6,462,Late,0
Travel,Pro,Australia,21.0,65.0,2,359,Failed,0
Technology,Enterprise,India,16.0,73.0,4,330,Late,0
Technology,Enterprise,USA,7.0,112.0,4,430,On_time,0
Retail,Basic,Australia,12.0,13.0,3,50,Late,0
Education,Basic,USA,13.0,76.0,2,396,On_time,0
Education,Pro,Germany,40.0,117.0,0,307,Failed,0
Travel,Basic,Australia,38.0,92.0,2,351,On_time,0
Education,Enterprise,Sri lanka,13.0,39.0,2,164,Late,0
Travel,Pro,USA,24.0,117.0,4,440,Failed,0
Retail,Basic,UK,7.0,90.0,2,291,On_time,0
Healthcare,Pro,India,9.0,22.0,3,62,Late,0
Education,Basic,India,20.0,63.0,4,138,On_time,0
Travel,Basic,UK,6.0,106.0,1,355,On_time,0
Travel,Pro,USA,36.0,6.0,3,272,On_time,0
Healthcare,Basic,Sri lanka,1.0,111.0,1,333,On_time,0
Healthcare,Enterprise,UK,2.0,52.0,3,276,Failed,0
Healthcare,Enterprise,USA,11.0,88.0,3,247,Late,0
Finance,Basic,UK,27.0,56.0,2,346,Late,0
Healthcare,Pro,UK,12.0,67.0,3,282,Failed,1
Healthcare,Pro,India,32.0,72.0,1,161,Failed,0
Travel,Enterprise,India,9.0,102.0,2,39,On_time,0
Technology,Enterprise,India,11.0,26.0,5,363,On_time,0
Education,Pro,Sri lanka,17.0,32.0,4,245,On_time,0
Technology,Pro,India,16.0,25.0,7,304,On_time,1
Healthcare,Enterprise,India,9.0,66.0,1,88,Late,0
Finance,Basic,UK,8.0,96.0,5,381,On_time,0
Technology,Basic,Sri lanka,4.0,44.0,7,251,Late,1
Retail,Pro,Germany,15.0,,4,194,Late,0
Education,Enterprise,India,17.0,57.0,0,238,Failed,1
Retail,Basic,Sri lanka,22.0,101.0,4,71,Late,0
Travel,Enterprise,Germany,39.0,101.0,4,47,Failed,0
Travel,Enterprise,UK,2.0,17.0,6,308,Late,1
Retail,Enterprise,Australia,12.0,86.0,3,284,On_time,0
Travel,Pro,Australia,13.0,60.0,2,471,Failed,1
Education,Enterprise,Sri lanka,21.0,43.0,3,88,Late,0
Healthcare,Pro,Germany,6.0,115.0,1,165,On_time,0
Retail,Basic,USA,24.0,77.0,0,282,Late,0
Technology,Basic,Germany,37.0,,3,486,Failed,0
Travel,Enterprise,Sri lanka,23.0,34.0,3,69,Failed,1
Travel,Enterprise,UK,28.0,68.0,1,35,Late,0
Travel,Pro,Australia,36.0,62.0,0,331,Late,0
Technology,Enterprise,Australia,26.0,22.0,3,138,Failed,0
Travel,Pro,Sri lanka,7.0,,2,214,Failed,0
Healthcare,Basic,India,2.0,112.0,3,152,Late,0
Finance,Basic,UK,34.0,97.0,4,254,On_time,0
Healthcare,Enterprise,Australia,21.0,41.0,3,250,Failed,0
Retail,Pro,UK,28.0,95.0,1,256,Failed,0
Technology,Enterprise,Germany,29.0,10.0,1,261,Late,0
Finance,Enterprise,Australia,7.0,30.0,0,463,Failed,1
Travel,Pro,Australia,23.0,72.0,1,47,Late,0
Healthcare,Basic,USA,39.0,33.0,2,349,Failed,1
Finance,Enterprise,Australia,12.0,,2,412,On_time,0
Education,Enterprise,Sri lanka,15.0,,2,118,Late,0
Technology,Pro,India,32.0,9.0,1,447,Failed,0
Finance,Pro,Australia,33.0,96.0,0,419,On_time,0
Travel,Enterprise,India,12.0,74.0,3,79,Failed,0
Healthcare,Basic,Sri lanka,29.0,86.0,0,62,Failed,1
Retail,Enterprise,India,40.0,64.0,3,385,Late,0
Healthcare,Basic,Sri lanka,20.0,90.0,3,162,Late,0
Finance,Pro,Sri lanka,33.0,53.0,2,383,Late,0
Finance,Enterprise,Germany,24.0,118.0,4,221,Late,0
Retail,Enterprise,USA,22.0,94.0,0,483,Failed,0
Travel,Pro,India,11.0,86.0,4,165,Late,0
Retail,Basic,Germany,36.0,21.0,2,330,On_time,0
Education,Basic,Germany,15.0,64.0,0,258,On_time,0
Finance,Enterprise,USA,,118.0,4,183,Late,0
Healthcare,Enterprise,Germany,30.0,68.0,3,456,On_time,0
Retail,Enterprise,Germany,31.0,83.0,2,159,Late,0
Technology,Enterprise,USA,15.0,83.0,0,188,Failed,0
Retail,Pro,India,5.0,69.0,4,250,Late,0
Finance,Pro,USA,17.0,93.0,4,32,Failed,0
Finance,Basic,UK,38.0,25.0,2,338,On_time,0
Technology,Enterprise,UK,30.0,75.0,2,222,On_time,0
Healthcare,Pro,Australia,37.0,24.0,4,65,On_time,0
Finance,Pro,Germany,1.0,38.0,2,221,Failed,0
Technology,Pro,Germany,34.0,24.0,1,35,Failed,0
Retail,Pro,UK,13.0,100.0,0,446,Late,0
Healthcare,Basic,Germany,23.0,78.0,2,468,On_time,0
Healthcare,Enterprise,Sri lanka,5.0,49.0,0,294,On_time,0
Travel,Basic,Germany,36.0,115.0,1,139,Failed,1
Technology,Enterprise,India,33.0,24.0,2,60,On_time,0
Technology,Pro,Sri lanka,29.0,31.0,0,165,Late,0
Travel,Pro,Germany,18.0,6.0,2,215,On_time,0
Healthcare,Basic,USA,32.0,10.0,3,215,On_time,0
Education,Basic,Australia,10.0,103.0,2,180,On_time,0
Travel,Pro,USA,19.0,2.0,2,406,Late,0
Retail,Enterprise,Germany,22.0,35.0,1,276,Late,0
Retail,Basic,Germany,7.0,20.0,3,326,Failed,0
Retail,Basic,USA,35.0,100.0,1,419,Failed,0
Technology,Pro,Sri lanka,3.0,,1,20,On_time,1
Technology,Pro,USA,38.0,115.0,2,363,Failed,0
Finance,Basic,Australia,32.0,45.0,2,474,Late,0
Technology,Enterprise,UK,4.0,28.0,2,458,On_time,1
Finance,Enterprise,Australia,10.0,14.0,1,165,On_time,0
Technology,Enterprise,Sri lanka,16.0,105.0,2,491,Late,0
Education,Enterprise,UK,20.0,112.0,2,247,Failed,1
Education,Basic,USA,6.0,67.0,2,54,Failed,1
Education,Enterprise,USA,6.0,118.0,2,366,On_time,0
Education,Pro,Germany,32.0,12.0,2,174,On_time,0
Technology,Basic,India,15.0,103.0,1,42,Failed,0
Healthcare,Basic,USA,13.0,90.0,1,175,On_time,0
Technology,Basic,USA,23.0,36.0,2,228,Late,0
Finance,Basic,Sri lanka,3.0,108.0,0,105,On_time,0
Travel,Basic,Australia,29.0,60.0,2,284,Failed,1
Retail,Enterprise,India,21.0,77.0,1,77,Late,0
Finance,Basic,USA,31.0,113.0,2,180,Late,0
Finance,Basic,India,8.0,32.0,3,125,Failed,0
Travel,Pro,Australia,7.0,77.0,2,33,Failed,0
Retail,Enterprise,Australia,11.0,2.0,6,185,Failed,1
Retail,Pro,India,18.0,26.0,0,89,Failed,0
Travel,Enterprise,USA,15.0,42.0,2,450,Late,0
Finance,Pro,UK,14.0,1.0,3,465,Failed,0
Technology,Basic,Sri lanka,8.0,30.0,2,448,Late,0
Healthcare,Pro,USA,19.0,77.0,2,262,Failed,0
Finance,Enterprise,USA,31.0,36.0,4,334,On_time,0
Technology,Enterprise,Sri lanka,5.0,111.0,2,239,Late,0
Travel,Enterprise,India,19.0,7.0,1,85,Failed,1
Healthcare,Basic,Sri lanka,16.0,39.0,1,404,Failed,0
Healthcare,Basic,Australia,3.0,21.0,0,433,On_time,0
Education,Basic,India,11.0,22.0,4,106,Late,0
Retail,Enterprise,Sri lanka,8.0,64.0,0,453,Failed,0
Education,Enterprise,UK,39.0,107.0,1,480,Late,0
Education,Enterprise,India,9.0,119.0,1,364,On_time,0
Healthcare,Enterprise,Germany,12.0,93.0,3,161,Failed,1
Finance,Basic,India,16.0,10.0,0,311,Failed,0
Technology,Basic,USA,10.0,26.0,4,159,Failed,0
Healthcare,Basic,UK,20.0,78.0,3,371,On_time,0
Retail,Pro,Australia,20.0,115.0,11,280,Late,0
Education,Enterprise,UK,26.0,112.0,2,441,Failed,0
Finance,Basic,Australia,23.0,77.0,4,412,Late,0
Travel,Pro,USA,26.0,3.0,0,24,Late,0
Healthcare,Pro,Germany,20.0,84.0,3,289,Late,0
Education,Basic,USA,22.0,43.0,1,445,Failed,0
Travel,Enterprise,Sri lanka,20.0,99.0,4,69,Late,0
Travel,Enterprise,India,31.0,100.0,5,205,On_time,0
Education,Enterprise,Sri lanka,1.0,21.0,5,454,Failed,1
Finance,Enterprise,Germany,10.0,63.0,2,344,Late,0
Healthcare,Basic,India,29.0,111.0,3,468,On_time,0
Healthcare,Enterprise,Germany,5.0,105.0,1,259,On_time,0
Healthcare,Pro,USA,34.0,58.0,1,176,Failed,0
Travel,Pro,UK,33.0,16.0,1,381,Failed,0
Technology,Pro,Germany,17.0,4.0,1,180,Late,0
Healthcare,Enterprise,Germany,14.0,24.0,2,285,On_time,0
Healthcare,Enterprise,Germany,36.0,95.0,2,121,On_time,0
Education,Pro,UK,12.0,41.0,1,44,On_time,0
Travel,Pro,Sri lanka,17.0,53.0,4,492,Late,0
Retail,Basic,USA,24.0,111.0,1,301,On_time,0
Finance,Basic,UK,38.0,35.0,1,161,On_time,0
Education,Enterprise,Germany,39.0,71.0,1,85,On_time,0
Education,Pro,USA,1.0,42.0,3,345,Late,0
Finance,Basic,India,38.0,97.0,1,76,On_time,0
Travel,Basic,USA,15.0,23.0,0,332,Failed,0
Healthcare,Enterprise,USA,1.0,72.0,3,198,On_time,0
Technology,Enterprise,Australia,40.0,29.0,2,136,Late,0
Travel,Basic,India,15.0,16.0,4,252,On_time,0
Finance,Enterprise,Germany,33.0,28.0,6,195,Failed,1
Finance,Enterprise,Sri lanka,37.0,21.0,1,72,Failed,1
Education,Pro,Australia,40.0,74.0,2,93,On_time,0
Finance,Basic,USA,32.0,105.0,3,94,Late,0
Retail,Basic,Sri lanka,10.0,103.0,3,147,Failed,0
Travel,Basic,USA,38.0,27.0,1,221,Failed,0
Retail,Basic,Australia,21.0,79.0,3,55,Failed,0
Retail,Enterprise,Sri lanka,6.0,42.0,1,230,Failed,0
Finance,Basic,India,30.0,77.0,0,415,Failed,0
Education,Pro,Sri lanka,34.0,59.0,1,439,Failed,0
Technology,Basic,Sri lanka,14.0,81.0,0,249,Late,0
Retail,Enterprise,UK,23.0,77.0,2,163,Failed,0
Healthcare,Enterprise,USA,28.0,51.0,1,327,On_time,0
Healthcare,Pro,USA,14.0,110.0,3,393,On_time,0
Retail,Basic,Germany,29.0,67.0,2,285,On_time,0
Travel,Basic,India,40.0,17.0,1,442,On_time,0
Retail,Pro,Germany,18.0,73.0,1,23,Failed,1
Finance,Pro,USA,20.0,28.0,6,212,Failed,0
Travel,Pro,India,17.0,16.0,1,285,Failed,0
Technology,Enterprise,UK,38.0,44.0,0,457,On_time,0
Education,Basic,Australia,34.0,51.0,3,69,Failed,0
Travel,Pro,UK,40.0,57.0,1,201,Failed,1
Technology,Enterprise,Germany,2.0,8.0,2,338,Failed,1
Finance,Pro,UK,8.0,115.0,3,81,Failed,0
Retail,Basic,Sri lanka,,111.0,1,328,Failed,0
Travel,Basic,Sri lanka,31.0,81.0,1,86,On_time,0
Healthcare,Basic,India,30.0,10.0,2,42,Late,0
Healthcare,Basic,Australia,11.0,73.0,1,74,Failed,0
Technology,Enterprise,UK,25.0,111.0,2,27,Late,0
Retail,Pro,Germany,10.0,89.0,5,129,On_time,0
Healthcare,Pro,Sri lanka,35.0,17.0,0,431,Late,0
Healthcare,Enterprise,Australia,,19.0,5,467,On_time,0
Retail,Enterprise,UK,22.0,112.0,2,297,Failed,0
Education,Pro,Sri lanka,10.0,46.0,4,284,Failed,1
Technology,Pro,Sri lanka,9.0,22.0,1,251,Late,0
Retail,Pro,USA,6.0,55.0,1,436,Failed,1
Retail,Enterprise,Germany,10.0,65.0,2,304,Late,0
Travel,Pro,Sri lanka,7.0,44.0,1,282,Late,0
Retail,Pro,Australia,28.0,46.0,0,214,On_time,0
Education,Pro,Australia,25.0,87.0,1,179,On_time,0
Healthcare,Basic,USA,23.0,111.0,4,102,Late,0
Healthcare,Enterprise,USA,9.0,28.0,4,108,Late,0
Healthcare,Pro,Australia,13.0,,3,29,Late,0
Finance,Basic,UK,23.0,44.0,4,355,Late,0
Finance,Pro,UK,25.0,,4,483,Late,0
Finance,Basic,India,13.0,48.0,1,459,Late,0
Finance,Basic,Germany,31.0,45.0,4,188,Late,0
Healthcare,Basic,India,29.0,70.0,3,221,Failed,1
Healthcare,Enterprise,Australia,28.0,36.0,4,397,Failed,1
Retail,Enterprise,Australia,,92.0,3,230,Late,0
Technology,Pro,Australia,37.0,117.0,1,247,On_time,0
Travel,Pro,Germany,38.0,83.0,3,444,Late,0
Education,Basic,Germany,18.0,63.0,4,479,Late,0
Finance,Pro,UK,25.0,99.0,0,468,Late,0
Technology,Enterprise,USA,8.0,39.0,2,408,On_time,0
Retail,Basic,UK,4.0,108.0,1,192,Failed,1
Retail,Pro,India,1.0,3.0,4,99,Late,1
Education,Basic,USA,2.0,81.0,1,326,On_time,1
Retail,Pro,Sri lanka,9.0,54.0,2,314,Late,0
Healthcare,Enterprise,India,11.0,8.0,4,434,On_time,0
Education,Pro,USA,11.0,6.0,3,267,On_time,0
Education,Pro,India,35.0,38.0,1,95,Late,0
Education,Basic,Germany,24.0,70.0,2,293,Failed,1
Technology,Pro,Australia,27.0,54.0,2,437,Late,0
Healthcare,Enterprise,Australia,33.0,58.0,0,73,Failed,1
Finance,Enterprise,USA,18.0,3.0,0,281,Failed,1
Healthcare,Enterprise,Sri lanka,19.0,86.0,2,92,Failed,0
Technology,Pro,USA,21.0,28.0,1,155,On_time,0
Travel,Pro,UK,17.0,34.0,2,113,Late,0
Education,Basic,UK,30.0,115.0,1,466,Late,0
Healthcare,Enterprise,Sri lanka,7.0,47.0,2,439,On_time,0
Technology,Basic,USA,26.0,10.0,4,361,Failed,0
Technology,Enterprise,India,31.0,2.0,2,375,On_time,0
Education,Pro,Sri lanka,40.0,15.0,3,205,Late,0
Travel,Pro,Australia,15.0,88.0,0,163,Failed,1
Finance,Enterprise,India,36.0,75.0,1,124,Late,0
Technology,Basic,USA,3.0,36.0,2,99,On_time,0
Healthcare,Basic,USA,17.0,62.0,5,152,Late,0
Finance,Basic,Australia,5.0,20.0,0,461,On_time,0
Finance,Pro,Australia,15.0,90.0,3,141,On_time,0
Healthcare,Pro,UK,36.0,48.0,3,413,Late,0
Healthcare,Basic,USA,7.0,89.0,2,355,On_time,0
Retail,Pro,Australia,26.0,99.0,3,142,On_time,0
Education,Basic,Sri lanka,32.0,93.0,1,498,Failed,0
Retail,Enterprise,India,37.0,20.0,2,81,Failed,0
Finance,Enterprise,Sri lanka,34.0,31.0,0,287,On_time,0
Travel,Enterprise,Sri lanka,12.0,63.0,1,107,On_time,0
Education,Basic,Germany,12.0,117.0,0,130,Late,0
Finance,Enterprise,India,16.0,68.0,5,259,Late,0
Education,Basic,UK,14.0,25.0,3,142,Late,0
Technology,Enterprise,USA,36.0,54.0,2,247,On_time,0
Retail,Enterprise,UK,4.0,74.0,1,56,Failed,1
Retail,Pro,Australia,3.0,111.0,2,322,On_time,1
Education,Pro,India,27.0,51.0,3,394,Failed,0
Healthcare,Enterprise,Sri lanka,3.0,107.0,1,205,Late,1
Retail,Enterprise,Australia,13.0,78.0,2,306,Failed,1
Education,Pro,India,4.0,98.0,2,319,Failed,1
Healthcare,Pro,Germany,30.0,83.0,3,132,Late,0
Technology,Pro,Germany,20.0,4.0,0,335,On_time,0
Healthcare,Basic,Germany,39.0,5.0,2,145,On_time,0
Education,Pro,USA,14.0,12.0,2,349,On_time,0
Technology,Pro,Germany,16.0,52.0,0,320,Failed,1
Technology,Pro,UK,29.0,84.0,0,420,Late,0
Finance,Enterprise,Sri lanka,39.0,65.0,2,368,On_time,0
Retail,Pro,Sri lanka,34.0,91.0,0,52,Late,0
Retail,Pro,UK,29.0,37.0,0,449,On_time,0
Finance,Basic,Sri lanka,24.0,14.0,3,114,Late,0
Finance,Enterprise,Sri lanka,30.0,,0,92,Failed,0
Finance,Enterprise,India,27.0,,3,272,On_time,0
Technology,Enterprise,Germany,32.0,93.0,1,84,Late,0
Retail,Pro,UK,28.0,33.0,2,183,Late,0
Healthcare,Enterprise,Germany,31.0,102.0,1,42,On_time,0
Travel,Pro,USA,7.0,61.0,2,198,Late,0
Healthcare,Pro,UK,36.0,88.0,1,376,Failed,0
Education,Enterprise,India,32.0,25.0,2,115,Failed,0
Retail,Enterprise,USA,12.0,,1,476,Late,1
Healthcare,Pro,Germany,29.0,65.0,4,35,Failed,1
Education,Pro,Australia,21.0,77.0,0,73,On_time,0
Healthcare,Basic,Germany,32.0,114.0,1,185,Failed,0
Retail,Pro,India,13.0,110.0,0,352,On_time,0
Travel,Pro,Sri lanka,12.0,53.0,1,278,Failed,1
Healthcare,Pro,Sri lanka,18.0,26.0,3,237,Late,0
Healthcare,Pro,USA,2.0,42.0,1,376,On_time,0
Travel,Basic,India,23.0,97.0,2,117,Failed,1
Healthcare,Pro,UK,16.0,20.0,1,127,On_time,0
Retail,Basic,USA,23.0,42.0,3,51,Failed,0
Travel,Basic,UK,17.0,38.0,1,464,Late,0
Education,Enterprise,USA,13.0,32.0,2,281,Failed,1
Travel,Enterprise,Australia,14.0,16.0,3,445,Late,0
Finance,Pro,Germany,32.0,23.0,4,330,Failed,0
Retail,Enterprise,USA,4.0,31.0,2,210,Late,0
Travel,Pro,USA,2.0,31.0,0,297,Failed,1
Healthcare,Pro,Sri lanka,10.0,116.0,3,265,Late,0
Technology,Basic,UK,1.0,96.0,2,96,Failed,0
Finance,Pro,Germany,38.0,39.0,0,115,Late,0
Healthcare,Basic,Germany,40.0,56.0,0,86,Failed,0
Education,Pro,USA,18.0,50.0,2,408,On_time,0
Retail,Basic,India,24.0,54.0,1,131,Late,0
Retail,Pro,UK,24.0,100.0,3,89,Failed,0
Healthcare,Enterprise,Australia,28.0,103.0,0,380,Late,0
Healthcare,Enterprise,India,29.0,68.0,4,167,On_time,0
Technology,Enterprise,India,36.0,82.0,5,400,Late,0
Travel,Enterprise,India,25.0,91.0,1,260,Failed,0
Finance,Enterprise,Germany,32.0,33.0,4,373,On_time,0
Retail,Basic,Sri lanka,6.0,31.0,0,201,Failed,1
Finance,Pro,UK,28.0,79.0,4,334,On_time,0
Finance,Enterprise,UK,38.0,25.0,1,412,Failed,0
Technology,Pro,USA,12.0,10.0,1,88,Failed,0
Healthcare,Enterprise,Germany,16.0,63.0,5,178,On_time,0
Retail,Enterprise,Australia,11.0,26.0,4,163,On_time,0
Education,Pro,Germany,39.0,44.0,1,138,On_time,0
Retail,Basic,Germany,1.0,29.0,5,253,Late,0
Technology,Enterprise,Germany,35.0,36.0,3,384,Late,0
Finance,Basic,India,17.0,87.0,3,246,On_time,0
Travel,Enterprise,Australia,4.0,104.0,4,454,Failed,1
Finance,Basic,UK,24.0,13.0,0,385,On_time,0
Retail,Enterprise,India,27.0,95.0,2,244,Late,0
Retail,Basic,Sri lanka,14.0,99.0,1,115,Late,0
Finance,Basic,India,3.0,58.0,0,371,On_time,0
Finance,Pro,UK,38.0,26.0,5,357,Late,0
Retail,Pro,India,37.0,82.0,1,430,Failed,0
Retail,Enterprise,Germany,5.0,6.0,3,371,On_time,0
Finance,Enterprise,UK,15.0,90.0,4,475,Failed,1
Healthcare,Pro,USA,21.0,21.0,1,32,Failed,0
Healthcare,Basic,Sri lanka,9.0,92.0,2,461,On_time,0
Finance,Enterprise,Sri lanka,17.0,73.0,1,141,Failed,0
Travel,Enterprise,Germany,12.0,118.0,1,56,On_time,0
Technology,Pro,India,3.0,98.0,4,366,On_time,1
Travel,Basic,UK,32.0,4.0,3,449,Failed,1
Retail,Enterprise,UK,11.0,7.0,1,135,Late,0
Healthcare,Pro,India,26.0,40.0,3,360,Late,0
Retail,Basic,UK,38.0,72.0,1,477,Late,0
Retail,Basic,Australia,23.0,4.0,0,57,Late,0
Education,Enterprise,India,30.0,105.0,3,43,On_time,0
Healthcare,Pro,USA,22.0,77.0,2,271,On_time,0
Finance,Basic,Australia,3.0,2.0,4,220,On_time,1
Retail,Pro,Sri lanka,31.0,26.0,4,372,Failed,0
Healthcare,Basic,Sri lanka,5.0,37.0,2,292,On_time,0
Travel,Basic,UK,28.0,59.0,1,472,Late,0
Technology,Basic,Germany,,,1,376,Late,0
Healthcare,Enterprise,Sri lanka,40.0,40.0,0,230,Failed,1
Healthcare,Basic,Germany,9.0,23.0,3,105,Late,0
Travel,Basic,Germany,35.0,30.0,1,184,Late,0
Education,Pro,Australia,26.0,6.0,3,121,Late,0
Travel,Enterprise,Sri lanka,2.0,5.0,1,384,Failed,1
Healthcare,Basic,Australia,30.0,104.0,5,269,Failed,0
Healthcare,Enterprise,Sri lanka,34.0,75.0,0,220,Late,0
Finance,Pro,Sri lanka,6.0,34.0,2,256,On_time,0
Retail,Pro,Germany,32.0,81.0,0,52,Late,0
Education,Pro,USA,9.0,98.0,2,186,On_time,0
Retail,Basic,Sri lanka,23.0,,2,323,Late,0
Technology,Basic,Sri lanka,39.0,87.0,4,387,Late,0
Travel,Enterprise,Sri lanka,30.0,85.0,1,140,On_time,0
Healthcare,Pro,Sri lanka,36.0,26.0,5,129,Late,0
Healthcare,Basic,USA,21.0,22.0,0,206,Late,0
Finance,Basic,Germany,26.0,1.0,1,466,On_time,1
Education,Pro,UK,22.0,68.0,1,72,Failed,1
Travel,Enterprise,UK,22.0,107.0,4,389,On_time,0
Education,Basic,Germany,10.0,65.0,0,297,On_time,0
Finance,Enterprise,UK,32.0,29.0,2,177,On_time,0
Technology,Basic,Australia,20.0,,3,132,On_time,0
Healthcare,Enterprise,USA,30.0,12.0,3,222,Failed,0
Technology,Pro,USA,34.0,80.0,1,488,Late,0
Technology,Enterprise,Germany,20.0,72.0,2,312,Late,0
Healthcare,Enterprise,UK,30.0,95.0,1,152,On_time,0
Travel,Enterprise,Australia,2.0,13.0,1,191,Late,0
Education,Enterprise,USA,14.0,69.0,2,31,Failed,0
Retail,Basic,Australia,11.0,68.0,2,61,Late,0
Retail,Basic,Germany,31.0,86.0,1,40,Failed,1
Healthcare,Enterprise,UK,30.0,21.0,3,41,On_time,0
Technology,Basic,USA,40.0,11.0,3,164,Late,0
Education,Pro,USA,38.0,25.0,3,116,On_time,0
Finance,Pro,UK,37.0,38.0,4,281,Failed,0
Education,Pro,Australia,25.0,113.0,1,119,Failed,0
Finance,Basic,Australia,9.0,46.0,2,447,On_time,0
Technology,Pro,Australia,9.0,5.0,3,477,On_time,0
Education,Enterprise,India,22.0,103.0,2,186,Failed,0
Retail,Enterprise,Australia,20.0,74.0,1,139,On_time,0
Healthcare,Pro,USA,28.0,77.0,0,207,Late,0
Retail,Enterprise,Sri lanka,6.0,52.0,3,290,Failed,1
Finance,Enterprise,Australia,36.0,69.0,0,477,Failed,0
Retail,Enterprise,USA,17.0,98.0,2,70,Late,0
Education,Basic,Sri lanka,37.0,3.0,2,250,On_time,0
Education,Basic,Australia,11.0,72.0,1,358,Failed,1
Finance,Basic,Germany,28.0,7.0,2,205,On_time,0
Travel,Pro,Australia,,55.0,0,393,On_time,1
Technology,Basic,Australia,6.0,90.0,2,295,Failed,1
Healthcare,Enterprise,USA,10.0,26.0,4,360,Late,0
Finance,Enterprise,Germany,8.0,39.0,4,360,Failed,0
Healthcare,Pro,UK,8.0,14.0,2,121,Failed,0
Finance,Basic,USA,20.0,117.0,1,359,On_time,0
Education,Pro,Germany,31.0,20.0,2,319,On_time,0
Retail,Basic,Sri lanka,33.0,118.0,2,246,On_time,0
Technology,Pro,Australia,39.0,38.0,2,212,Late,0
Finance,Enterprise,Australia,13.0,55.0,0,128,Late,0
Retail,Enterprise,Germany,4.0,71.0,3,33,Failed,1
Travel,Basic,USA,31.0,100.0,2,356,Failed,0
Technology,Enterprise,Sri lanka,30.0,44.0,3,272,On_time,0
Retail,Pro,India,,42.0,5,280,On_time,0
Education,Pro,Australia,30.0,112.0,0,238,Failed,0
Retail,Pro,Sri lanka,37.0,7.0,3,273,Late,1
Retail,Pro,Australia,22.0,98.0,0,414,Failed,0
Technology,Basic,USA,32.0,106.0,4,22,Late,0
Finance,Basic,Germany,14.0,2.0,3,60,Failed,1
Retail,Basic,USA,39.0,25.0,3,142,Late,0
Technology,Basic,USA,,48.0,3,462,Late,0
Education,Pro,Australia,14.0,36.0,6,303,On_time,0
Healthcare,Enterprise,India,16.0,35.0,0,118,On_time,0
Healthcare,Pro,Sri lanka,19.0,57.0,1,394,Failed,1
Travel,Basic,Sri lanka,6.0,96.0,1,334,Failed,1
Travel,Pro,Sri lanka,25.0,17.0,1,221,On_time,0
Finance,Pro,Australia,39.0,24.0,2,311,Late,0
Travel,Basic,UK,35.0,,1,495,Late,0
Retail,Basic,USA,32.0,26.0,2,390,On_time,0
Education,Enterprise,Australia,3.0,76.0,2,395,On_time,0
Finance,Enterprise,Sri lanka,17.0,38.0,2,484,On_time,0
Travel,Enterprise,India,30.0,111.0,0,336,Late,0
Healthcare,Pro,USA,36.0,54.0,1,458,On_time,0
Healthcare,Pro,Australia,27.0,89.0,2,428,On_time,0
Finance,Pro,Germany,17.0,59.0,3,291,Failed,1
Finance,Enterprise,Sri lanka,17.0,55.0,4,218,Late,0
Retail,Pro,India,10.0,57.0,0,380,Failed,1
Retail,Pro,Germany,36.0,99.0,0,470,Failed,0
Healthcare,Enterprise,Australia,18.0,51.0,2,334,On_time,0
Travel,Basic,Australia,2.0,,4,100,On_time,1
Education,Enterprise,Germany,15.0,76.0,3,437,Failed,0
Finance,Pro,Germany,40.0,71.0,2,293,On_time,0
